om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
620600,2021,10,13,2021-10-13,03:59:00,3,OK,40,0,1,0,0,50000,0,35.3900,-97.7760,35.4310,-97.6770,6.4000,150,1,1,1,17,0,0,0,0
620601,2021,10,13,2021-10-13,04:15:00,3,OK,40,0,1,0,0,20000,0,35.4750,-97.5620,35.4920,-97.5100,3.2500,75,1,1,1,109,0,0,0,0
620602,2021,10,13,2021-10-13,04:22:00,3,OK,40,0,0,0,0,1000,0,35.5080,-97.4595,35.5370,-97.3930,4.2400,50,1,1,1,109,0,0,0,0
620603,2021,10,13,2021-10-13,12:15:00,3,SD,46,0,0,0,0,0,0,44.6900,-100.0900,44.6919,-100.0858,0.2400,10,1,1,1,119,0,0,0,0
620604,2021,10,13,2021-10-13,14:03:00,3,SD,46,0,0,0,0,0,0,45.4600,-97.1000,45.4805,-97.0613,2.3500,10,1,1,1,109,0,0,0,0
620605,2021,10,13,2021-10-13,14:25:00,3,SD,46,0,0,0,0,0,0,45.4400,-96.7600,45.4415,-96.7576,0.1500,10,1,1,1,109,0,0,0,0
620606,2021,10,13,2021-10-13,14:30:00,3,SD,46,0,0,0,0,0,0,45.3985,-96.5952,45.3993,-96.5938,0.0900,10,1,1,1,109,0,0,0,0
620607,2021,10,13,2021-10-13,14:33:00,3,MN,27,0,0,0,0,0,0,45.3000,-96.3400,45.3004,-96.3391,0.0500,10,1,1,1,11,0,0,0,0
620608,2021,10,13,2021-10-13,14:42:00,3,MN,27,0,0,0,0,0,0,45.5100,-96.5000,45.5126,-96.4938,0.3500,10,1,1,1,11,0,0,0,0
620609,2021,10,13,2021-10-13,14:46:00,3,MN,27,0,0,0,0,0,0,45.5000,-96.5600,45.5003,-96.5593,0.0400,10,1,1,1,11,0,0,0,0
620610,2021,10,13,2021-10-13,15:04:00,3,ND,38,0,0,0,0,0,0,46.2300,-97.9200,46.2621,-97.8165,5.4200,25,1,1,1,81,0,0,0,0
620611,2021,10,13,2021-10-13,15:18:00,3,MN,27,0,1,0,0,0,0,45.9346,-96.5524,45.9751,-96.5564,2.8000,20,1,1,1,155,0,0,0,0
620612,2021,10,13,2021-10-13,15:20:00,3,MN,27,0,0,0,0,0,0,45.8019,-96.2930,45.8076,-96.2894,0.4300,10,1,1,1,155,0,0,0,0
620613,2021,10,14,2021-10-14,16:12:00,3,MI,26,0,0,0,0,40000,0,43.0921,-82.6055,43.0944,-82.5976,0.4300,120,1,1,1,147,0,0,0,0
620614,2021,10,15,2021-10-15,04:22:00,3,AR,05,0,1,0,0,100000,0,35.8070,-94.0290,35.8260,-93.8920,7.8000,500,1,1,1,143,87,0,0,0
620615,2021,10,15,2021-10-15,13:42:00,3,OH,39,0,0,0,0,0,0,41.3896,-82.9360,41.3985,-82.8632,3.8200,50,1,1,1,143,0,0,0,0
620616,2021,10,15,2021-10-15,14:20:00,3,AR,05,0,0,0,0,5000,0,34.9390,-92.1654,34.9405,-92.1214,2.5000,100,1,1,1,119,0,0,0,0
620617,2021,10,15,2021-10-15,19:10:00,3,IN,18,0,1,0,0,45000,5000,38.0852,-87.0117,38.0944,-86.9975,1.0000,50,1,1,1,147,0,0,0,0
620618,2021,10,15,2021-10-15,20:12:00,3,IN,18,0,0,0,0,0,0,38.5430,-85.9602,38.5456,-85.9033,2.7000,70,1,1,1,175,0,0,0,0
620619,2021,10,15,2021-10-15,20:40:00,3,IN,18,0,0,0,0,0,0,38.6491,-85.6355,38.6525,-85.6248,0.6000,75,1,1,1,143,0,0,0,0
620620,2021,10,15,2021-10-15,22:53:00,3,OH,39,0,0,0,0,40000,0,39.1881,-83.7364,39.1888,-83.7033,1.7700,50,1,1,1,71,0,0,0,0
620621,2021,10,15,2021-10-15,23:03:00,3,OH,39,0,1,0,0,100000,0,39.2454,-83.5936,39.2598,-83.5396,3.0600,70,1,1,1,71,0,0,0,0
620622,2021,10,15,2021-10-15,23:25:00,3,OH,39,0,0,1,0,30000,0,39.3260,-83.3400,39.3269,-83.3381,0.1200,20,1,1,1,141,0,0,0,0
620623,2021,10,15,2021-10-15,23:28:00,3,OH,39,0,2,0,0,300000,0,39.3375,-83.3086,39.3381,-83.2926,0.8600,100,1,1,1,141,0,0,0,0
620624,2021,10,15,2021-10-15,23:42:00,3,OH,39,0,0,0,0,100000,0,39.4210,-83.1180,39.4220,-83.0540,3.4200,75,1,1,1,141,0,0,0,0
620625,2021,10,15,2021-10-15,23:59:00,3,OH,39,0,1,0,0,200000,0,39.4890,-82.9518,39.5005,-82.9030,2.7200,80,1,1,1,129,0,0,0,0
620626,2021,10,16,2021-10-16,01:44:00,3,OH,39,0,1,0,0,0,0,39.9006,-81.8391,39.9020,-81.8134,1.3700,350,1,1,1,119,0,0,0,0
620627,2021,10,16,2021-10-16,01:53:00,3,OH,39,0,0,0,0,0,0,39.9640,-81.7219,39.9653,-81.7163,0.3100,25,1,1,1,59,0,0,0,0
620628,2021,10,16,2021-10-16,04:06:00,3,PA,42,0,0,0,0,0,0,40.6269,-80.4280,40.6310,-80.4110,0.9400,50,1,1,1,7,0,0,0,0
620629,2021,10,16,2021-10-16,04:16:00,3,PA,42,0,1,0,0,0,0,40.6740,-80.2700,40.6890,-80.2350,2.1100,200,1,1,1,7,0,0,0,0
620630,2021,10,16,2021-10-16,06:08:00,3,PA,42,0,1,1,1,170000,750000,41.3500,-79.0500,41.3580,-79.0384,1.1600,260,1,1,1,65,47,0,0,0
620631,2021,10,21,2021-10-21,14:36:00,3,OH,39,0,1,0,0,0,0,41.2182,-81.7679,41.2225,-81.7188,2.5700,50,1,1,1,103,0,0,0,0
620632,2021,10,21,2021-10-21,14:44:00,3,OH,39,0,0,0,0,0,0,41.0171,-81.8154,41.0184,-81.8101,0.2900,50,1,1,1,103,0,0,0,0
620633,2021,10,21,2021-10-21,14:49:00,3,OH,39,0,1,0,0,0,0,41.6079,-81.4525,41.6086,-81.4492,0.1800,50,1,1,1,85,0,0,0,0
620634,2021,10,21,2021-10-21,15:08:00,3,OH,39,0,0,0,0,0,0,41.2686,-81.4409,41.2719,-81.4266,0.7800,25,1,1,1,153,0,0,0,0
620635,2021,10,21,2021-10-21,15:10:00,3,OH,39,0,1,0,0,0,0,40.8632,-81.4877,40.8719,-81.4323,2.9600,50,1,1,1,151,0,0,0,0
620636,2021,10,21,2021-10-21,15:21:00,3,OH,39,0,0,0,0,0,0,41.2852,-81.3307,41.2853,-81.3265,0.2200,25,1,1,1,133,0,0,0,0
620637,2021,10,21,2021-10-21,16:15:00,3,OH,39,0,1,0,0,0,0,41.3796,-80.7360,41.3781,-80.7235,0.6600,50,1,1,1,155,0,0,0,0
620638,2021,10,21,2021-10-21,16:20:00,3,OH,39,0,0,0,0,0,0,41.3865,-80.6642,41.3866,-80.6627,0.0800,20,1,1,1,155,0,0,0,0
620639,2021,10,21,2021-10-21,16:56:00,3,PA,42,0,1,0,0,0,0,40.8442,-80.3791,40.8422,-80.3479,1.6400,40,1,1,1,7,0,0,0,0
620640,2021,10,21,2021-10-21,17:03:00,3,OH,39,0,1,0,0,150000,0,40.1652,-80.8291,40.1660,-80.8210,0.4300,70,1,1,1,81,0,0,0,0
620641,2021,10,21,2021-10-21,17:06:00,3,OH,39,0,1,0,0,525000,0,40.0290,-81.0045,40.0445,-80.8573,7.8600,50,1,1,1,13,0,0,0,0
620642,2021,10,21,2021-10-21,17:11:00,3,PA,42,0,1,0,0,0,0,40.8430,-80.1983,40.8492,-80.1486,3.1800,110,1,1,1,7,19,0,0,0
620643,2021,10,21,2021-10-21,17:30:00,3,PA,42,0,2,0,0,7500000,0,40.2283,-80.5070,40.2542,-80.2118,15.6700,700,1,1,1,125,0,0,0,0
620644,2021,10,21,2021-10-21,17:33:00,3,PA,42,0,0,0,0,0,0,40.8800,-79.9500,40.8962,-79.7845,8.7200,300,1,1,1,19,0,0,0,0
620645,2021,10,21,2021-10-21,17:41:00,3,PA,42,0,0,0,0,50000,0,40.5347,-80.0713,40.5372,-80.0616,0.5400,100,1,1,1,3,0,0,0,0
620646,2021,10,21,2021-10-21,17:47:00,3,PA,42,0,1,0,0,500000,100000,40.5637,-79.9813,40.5689,-79.8921,4.7000,400,1,1,1,3,0,0,0,0
620647,2021,10,21,2021-10-21,17:58:00,3,PA,42,0,1,0,0,0,0,39.9980,-80.3650,39.9990,-80.3550,0.5300,50,1,1,1,125,0,0,0,0
620648,2021,10,21,2021-10-21,17:59:00,3,PA,42,0,1,0,0,0,0,40.0600,-80.3640,40.0630,-80.3580,0.3800,30,1,1,1,125,0,0,0,0
620649,2021,10,21,2021-10-21,18:07:00,3,PA,42,0,1,0,0,325000,0,40.2534,-80.0961,40.2575,-80.0678,1.5200,200,1,1,1,125,0,0,0,0
620650,2021,10,24,2021-10-24,13:03:00,3,KS,20,0,0,0,0,0,0,39.7587,-95.1728,39.8038,-95.1156,4.3500,25,1,1,1,43,0,0,0,0
620651,2021,10,24,2021-10-24,14:27:00,3,MO,29,0,1,0,0,10000,0,39.6181,-94.2138,39.6427,-94.1326,4.6400,40,1,1,1,49,25,0,0,0
620652,2021,10,24,2021-10-24,14:36:00,3,MO,29,0,0,0,0,20000,0,40.0218,-94.1748,40.0233,-94.1730,0.1400,20,1,1,1,61,0,0,0,0
620653,2021,10,24,2021-10-24,15:16:00,3,MO,29,0,0,0,0,5000,0,39.8385,-93.6487,39.8392,-93.6461,0.1500,50,1,1,1,117,0,0,0,0
620654,2021,10,24,2021-10-24,15:31:00,3,MO,29,0,2,0,0,250000,0,39.8778,-93.4205,40.0310,-92.8650,31.3700,150,1,1,1,117,115,0,0,0
620655,2021,10,24,2021-10-24,15:54:00,3,MO,29,0,0,0,0,0,0,38.6651,-93.2226,38.6673,-93.2144,0.4700,10,1,1,1,159,0,0,0,0
620656,2021,10,24,2021-10-24,15:59:00,3,MO,29,0,0,0,0,0,0,38.6954,-93.1778,38.6971,-93.1553,1.2200,10,1,1,1,159,0,0,0,0
620657,2021,10,24,2021-10-24,17:34:00,3,MO,29,0,1,0,0,225000,0,37.4900,-91.4500,37.5875,-91.3659,8.1600,400,1,1,1,65,0,0,0,0
620658,2021,10,24,2021-10-24,17:53:00,3,MO,29,0,1,0,0,80000,0,37.8961,-92.4145,37.8890,-92.4533,2.1700,100,1,1,1,29,0,0,0,0
620659,2021,10,24,2021-10-24,18:43:00,3,MO,29,0,1,0,0,0,0,37.5267,-90.8578,37.5360,-90.8400,1.1700,100,1,1,1,179,0,0,0,0
620660,2021,10,24,2021-10-24,19:23:00,3,MO,29,0,3,1,0,0,0,37.7049,-90.4095,37.8030,-90.1300,16.7400,450,1,1,1,187,186,0,0,0
620661,2021,10,24,2021-10-24,19:29:00,3,MO,29,0,1,0,0,0,0,37.4490,-90.6090,37.5250,-90.4500,10.2300,250,1,1,1,93,123,0,0,0
620662,2021,10,24,2021-10-24,19:47:00,3,MO,29,0,3,1,0,200000,0,37.5425,-90.3921,37.6510,-90.0770,18.8400,880,1,1,1,123,157,0,0,0
620663,2021,10,24,2021-10-24,20:02:00,3,MO,29,0,2,0,0,3040000,0,37.8580,-89.9800,37.9858,-89.7248,16.4700,400,2,0,1,0,0,0,0,0
620663,2021,10,24,2021-10-24,20:02:00,3,MO,29,0,2,0,0,0,0,37.8580,-89.9800,37.8773,-89.9425,2.4400,400,2,1,2,186,0,0,0,0
620663,2021,10,24,2021-10-24,20:06:00,3,IL,17,0,2,0,0,3040000,0,37.8773,-89.9425,37.9858,-89.7248,14.0300,100,2,1,2,157,0,0,0,0
620664,2021,10,24,2021-10-24,20:42:00,3,MO,29,0,1,0,0,10000,0,37.6100,-90.0600,37.6200,-90.0200,2.3000,25,1,1,1,157,0,0,0,0
620665,2021,10,24,2021-10-24,20:54:00,3,IL,17,0,0,0,0,0,0,38.3930,-89.2040,38.4120,-89.1750,2.0500,180,1,1,1,189,0,0,0,0
620666,2021,10,24,2021-10-24,22:04:00,3,MO,29,0,1,0,0,420000,0,37.0968,-90.3200,37.2100,-89.9000,24.4900,400,1,1,1,223,17,0,0,0
620667,2021,10,25,2021-10-25,18:02:00,3,VA,51,0,1,0,0,40000,0,36.6796,-79.1481,36.6889,-79.1079,2.3200,75,1,1,1,83,0,0,0,0
620668,2021,10,26,2021-10-26,19:55:00,3,OK,40,0,-9,0,0,0,0,35.9080,-99.4790,35.9080,-99.4790,0.2000,50,1,1,1,129,0,0,0,0
620669,2021,10,26,2021-10-26,21:10:00,3,KS,20,0,0,0,0,0,0,37.8090,-98.4275,37.8029,-98.4285,0.4300,275,1,1,1,155,0,0,0,0
620670,2021,10,26,2021-10-26,22:54:00,3,OK,40,0,0,0,0,5000,0,35.3880,-97.9420,35.3880,-97.9420,0.3000,20,1,1,1,17,0,0,0,0
620671,2021,10,26,2021-10-26,23:36:00,3,OK,40,0,1,0,0,25000,0,35.2580,-97.4130,35.3110,-97.3250,6.6000,50,1,1,1,27,0,0,0,0
620672,2021,10,27,2021-10-27,07:50:00,3,TX,48,0,0,0,0,500,0,30.1200,-95.3600,30.1200,-95.3600,0.0200,20,1,1,1,339,0,0,0,0
620673,2021,10,27,2021-10-27,07:54:00,3,TX,48,0,0,0,0,150000,0,29.9036,-94.0196,29.9077,-94.0168,0.3300,100,1,1,1,245,0,0,0,0
620674,2021,10,27,2021-10-27,08:33:00,3,TX,48,0,2,0,0,2000000,0,30.1108,-93.8337,30.1326,-93.8101,2.0600,50,1,1,1,361,0,0,0,0
620675,2021,10,27,2021-10-27,08:45:00,3,TX,48,0,2,1,0,3850000,0,30.1772,-93.8033,30.2715,-93.7654,6.8900,100,1,1,1,361,351,0,0,0
620676,2021,10,27,2021-10-27,09:35:00,3,LA,22,0,1,0,0,5000,0,30.4258,-93.6528,30.4525,-93.6486,1.8600,100,1,1,1,11,0,0,0,0
620677,2021,10,27,2021-10-27,10:44:00,3,LA,22,0,-9,0,0,0,0,30.3346,-93.6165,30.3406,-93.6087,0.6200,1,1,1,1,19,0,0,0,0
620678,2021,10,27,2021-10-27,11:20:00,3,LA,22,0,2,2,0,2500000,0,30.1518,-93.2668,30.1509,-93.2300,2.2000,300,1,1,1,19,0,0,0,0
620679,2021,10,27,2021-10-27,11:28:00,3,LA,22,0,1,1,0,1000000,0,30.2078,-93.1775,30.2031,-93.1630,0.9200,50,1,1,1,19,0,0,0,0
620680,2021,10,27,2021-10-27,13:56:00,3,LA,22,0,0,0,0,5000,0,31.0120,-91.6317,31.0255,-91.6067,1.7500,25,1,1,1,29,0,0,0,0
620681,2021,10,27,2021-10-27,15:52:00,3,LA,22,0,0,0,0,2000,0,30.3685,-90.0926,30.3716,-90.0922,0.2200,25,1,1,1,103,0,0,0,0
620682,2021,10,27,2021-10-27,17:49:00,3,MS,28,0,1,0,0,50000,0,30.5196,-89.6734,30.5377,-89.6426,2.4400,125,1,1,1,109,0,0,0,0
620683,2021,10,27,2021-10-27,19:31:00,3,MS,28,0,1,0,1,150000,0,30.4003,-88.5177,30.4014,-88.5033,0.8600,50,1,1,1,59,0,0,0,0
620684,2021,10,28,2021-10-28,12:16:00,3,FL,12,0,-9,0,0,0,0,27.3900,-82.2200,27.4100,-82.1800,2.8200,50,1,1,1,81,0,0,0,0
620685,2021,11,10,2021-11-10,18:35:00,3,OK,40,0,-9,0,0,0,0,34.6100,-97.7600,34.5800,-97.7000,4.0000,100,1,1,1,137,0,0,0,0
620686,2021,11,10,2021-11-10,19:14:00,3,OK,40,0,0,0,0,25000,0,36.1320,-95.9760,36.1320,-95.9670,0.5000,150,1,1,1,143,0,0,0,0
620687,2021,11,10,2021-11-10,19:26:00,3,OK,40,0,0,0,0,75000,0,36.1180,-95.7610,36.1200,-95.7550,0.4000,100,1,1,1,145,0,0,0,0
620688,2021,11,10,2021-11-10,19:29:00,3,OK,40,0,0,0,0,0,0,36.1790,-95.7640,36.1800,-95.7580,0.3000,80,1,1,1,131,0,0,0,0
620689,2021,11,11,2021-11-11,00:40:00,3,TX,48,0,0,0,0,1000,0,32.4005,-94.2352,32.4002,-94.2252,0.5800,50,1,1,1,203,0,0,0,0
620690,2021,11,11,2021-11-11,00:51:00,3,TX,48,0,0,0,0,0,0,32.4021,-94.1055,32.3992,-94.0606,2.6300,50,1,1,1,203,0,0,0,0
620691,2021,11,11,2021-11-11,01:02:00,3,LA,22,0,1,0,0,90000,0,32.5302,-93.9118,32.5318,-93.9097,0.1600,100,1,1,1,17,0,0,0,0
620692,2021,11,11,2021-11-11,02:06:00,3,LA,22,0,0,0,0,5000,0,32.2551,-93.2998,32.2572,-93.2799,1.1700,40,1,1,1,13,0,0,0,0
620693,2021,11,11,2021-11-11,15:03:00,3,AL,01,0,0,0,0,0,0,32.6170,-86.0858,32.6212,-86.0823,0.3600,270,1,1,1,51,0,0,0,0
620694,2021,11,12,2021-11-12,10:12:00,3,NY,36,0,1,0,0,17000,0,41.7660,-73.6640,41.7890,-73.6280,2.4400,200,1,1,1,27,0,0,0,0
620695,2021,11,13,2021-11-13,13:37:00,3,NY,36,0,0,0,0,300000,0,40.6249,-73.7198,40.7342,-73.5147,13.1400,50,1,1,1,59,0,0,0,0
620696,2021,11,13,2021-11-13,14:20:00,3,NY,36,0,0,0,0,500000,0,40.7178,-73.1972,40.7231,-73.1901,0.5200,50,1,1,1,103,0,0,0,0
620697,2021,11,13,2021-11-13,14:30:00,3,CT,09,0,0,0,0,150000,0,41.4875,-72.9355,41.5187,-72.8804,3.5700,100,1,1,1,9,0,0,0,0
620698,2021,11,13,2021-11-13,14:40:00,3,NY,36,0,0,0,0,100000,0,40.7868,-72.9423,40.7989,-72.9238,1.2800,35,1,1,1,103,0,0,0,0
620699,2021,11,13,2021-11-13,14:42:00,3,NY,36,0,1,0,0,900000,0,40.7982,-72.8712,40.8537,-72.8101,5.3000,50,1,1,1,103,0,0,0,0
620700,2021,11,13,2021-11-13,14:44:00,3,CT,09,0,0,0,0,100000,0,41.2776,-72.7951,41.2944,-72.7650,1.9400,300,1,1,1,9,0,0,0,0
620701,2021,11,13,2021-11-13,14:53:00,3,NY,36,0,0,0,0,300000,0,40.8086,-72.6949,40.8323,-72.6333,3.5000,35,1,1,1,103,0,0,0,0
620702,2021,11,13,2021-11-13,15:08:00,3,NY,36,0,0,0,0,300000,0,40.8513,-72.5341,40.9255,-72.4070,8.2000,35,1,1,1,103,0,0,0,0
620703,2021,11,13,2021-11-13,15:48:00,3,CT,09,0,0,0,0,35000,0,41.7039,-71.8663,41.7556,-71.7763,6.1300,100,2,0,1,0,0,0,0,0
620703,2021,11,13,2021-11-13,15:48:00,3,CT,09,0,0,0,0,25000,0,41.7039,-71.8663,41.7422,-71.7901,4.7400,100,2,1,2,15,0,0,0,0
620703,2021,11,13,2021-11-13,15:59:00,3,RI,44,0,0,0,0,10000,0,41.7422,-71.7901,41.7556,-71.7763,1.3900,100,2,1,2,7,0,0,0,0
620704,2021,11,13,2021-11-13,15:54:00,3,CT,09,0,1,0,0,63500,0,41.3822,-71.8364,41.3849,-71.8330,1.3600,100,2,0,1,0,0,0,0,0
620704,2021,11,13,2021-11-13,15:54:00,3,CT,09,0,1,0,0,13500,0,41.3822,-71.8364,41.3849,-71.8330,0.2600,100,2,1,2,11,0,0,0,0
620704,2021,11,13,2021-11-13,15:55:00,3,RI,44,0,1,0,0,50000,0,41.3967,-71.8186,41.3849,-71.8330,1.1000,100,2,1,2,9,0,0,0,0
620705,2021,11,13,2021-11-13,16:18:00,3,RI,44,0,0,0,0,50000,0,41.5656,-71.4811,41.5878,-71.4594,1.5000,150,1,1,1,9,0,0,0,0
620706,2021,12,05,2021-12-05,20:24:00,3,KY,21,0,0,0,0,1000,0,37.0641,-88.5377,37.0639,-88.5325,0.2900,25,1,1,1,139,0,0,0,0
620707,2021,12,05,2021-12-05,22:02:00,3,MO,29,0,1,0,0,150000,0,36.9510,-93.2530,36.9480,-93.1910,3.4300,100,1,1,1,43,0,0,0,0
620708,2021,12,05,2021-12-05,22:21:00,3,IL,17,0,1,0,0,80000,0,37.9000,-88.9700,37.9100,-88.9000,3.8800,175,1,1,1,55,0,0,0,0
620709,2021,12,06,2021-12-06,03:10:00,3,KY,21,0,1,0,0,0,0,38.2337,-84.8811,38.2405,-84.8552,1.5000,50,1,1,1,73,0,0,0,0
620710,2021,12,06,2021-12-06,03:22:00,3,KY,21,0,1,2,0,0,0,38.2652,-84.6827,38.2652,-84.6781,0.2500,60,1,1,1,209,0,0,0,0
620711,2021,12,06,2021-12-06,03:23:00,3,KY,21,0,0,0,0,25000,0,36.6200,-88.7200,36.5900,-88.6200,5.9200,100,1,1,1,83,0,0,0,0
620712,2021,12,06,2021-12-06,03:34:00,3,KY,21,0,1,0,0,229000,0,36.5900,-88.5300,36.5700,-88.3600,9.5700,500,1,1,1,83,35,0,0,0
620713,2021,12,06,2021-12-06,04:33:00,3,KY,21,0,1,0,0,150000,0,36.8300,-87.2200,36.8477,-87.0665,8.5800,100,1,1,1,219,0,0,0,0
620714,2021,12,06,2021-12-06,04:40:00,3,KY,21,0,0,0,0,10000,0,36.7400,-87.1700,36.7400,-87.0900,4.4300,75,1,1,1,219,0,0,0,0
620715,2021,12,06,2021-12-06,05:59:00,3,TN,47,0,0,0,0,15000,0,36.3850,-86.2221,36.3840,-86.1379,4.7700,100,1,1,1,169,0,0,0,0
620716,2021,12,06,2021-12-06,06:34:00,3,TN,47,0,0,0,0,5000,0,35.2340,-87.5440,35.2351,-87.5395,0.2700,25,1,1,1,99,0,0,0,0
620717,2021,12,06,2021-12-06,06:55:00,3,LA,22,0,0,0,0,2000,0,31.2000,-93.1300,31.2016,-93.1263,0.2400,10,1,1,1,115,0,0,0,0
620718,2021,12,06,2021-12-06,06:56:00,3,TN,47,0,0,0,0,15000,0,36.4755,-85.3063,36.4788,-85.2599,2.6400,100,1,1,1,133,0,0,0,0
620719,2021,12,06,2021-12-06,07:04:00,3,TN,47,0,0,0,0,25000,0,36.4790,-85.1950,36.4822,-85.1413,3.0200,200,1,1,1,133,137,0,0,0
620720,2021,12,06,2021-12-06,07:40:00,3,TN,47,0,1,0,0,30000,0,35.3945,-86.3314,35.3930,-86.1896,7.9700,100,1,1,1,3,127,31,0,0
620721,2021,12,06,2021-12-06,09:05:00,3,AL,01,0,-9,0,0,0,0,34.3900,-86.9500,34.3800,-86.9300,1.3300,100,1,1,1,103,0,0,0,0
620722,2021,12,06,2021-12-06,14:56:00,3,LA,22,0,0,0,0,50000,0,30.4380,-90.0813,30.4435,-90.0461,2.1300,75,1,1,1,103,0,0,0,0
620723,2021,12,08,2021-12-08,00:07:00,3,FL,12,0,0,0,0,0,0,30.4952,-86.1819,30.5009,-86.1534,1.7400,50,1,1,1,131,0,0,0,0
620724,2021,12,08,2021-12-08,16:20:00,3,FL,12,0,1,0,0,0,0,29.9412,-82.1101,29.9385,-82.1016,0.5400,200,1,1,1,7,0,0,0,0
620725,2021,12,10,2021-12-10,16:12:00,3,AL,01,0,0,0,0,0,0,32.4364,-86.1324,32.4378,-86.1297,0.1900,50,1,1,1,51,0,0,0,0
620726,2021,12,10,2021-12-10,18:13:00,3,MO,29,0,1,0,0,350000,0,37.3450,-92.7500,37.3880,-92.6480,6.3400,75,1,1,1,225,229,0,0,0
620727,2021,12,10,2021-12-10,18:15:00,3,AR,05,0,-9,0,0,0,0,35.4747,-91.2306,35.5307,-91.1338,6.6800,150,1,1,1,67,0,0,0,0
620728,2021,12,10,2021-12-10,18:40:00,3,AR,05,0,0,0,0,25000,0,35.6067,-90.9342,35.6222,-90.8849,2.9700,50,1,1,1,111,0,0,0,0
620729,2021,12,10,2021-12-10,18:55:00,3,MO,29,0,0,0,0,25000,0,39.0749,-91.5897,39.1041,-91.5195,4.2700,50,1,1,1,139,0,0,0,0
620730,2021,12,10,2021-12-10,18:57:00,3,AR,05,0,1,0,0,125000,0,35.7084,-90.7330,35.7491,-90.6356,6.1400,150,1,1,1,31,0,0,0,0
620731,2021,12,10,2021-12-10,19:03:00,3,AR,05,0,0,0,0,25000,0,35.7326,-90.5971,35.7477,-90.5831,1.3100,50,1,1,1,31,0,0,0,0
620732,2021,12,10,2021-12-10,19:07:00,3,AR,05,0,4,14,8,13500000,0,35.7867,-90.5511,36.3993,-89.3113,81.1700,1800,3,0,1,0,93,0,0,0
620732,2021,12,10,2021-12-10,19:07:00,3,AR,05,0,3,5,2,3750000,0,35.7867,-90.5511,35.9980,-90.1370,27.4000,1800,3,1,2,31,93,0,0,0
620732,2021,12,10,2021-12-10,19:37:00,3,MO,29,0,4,9,2,2750000,0,35.9980,-90.1370,36.2840,-89.5700,34.0700,1800,3,1,2,69,155,155,0,0
620732,2021,12,10,2021-12-10,20:10:00,3,TN,47,0,4,0,4,7000000,0,36.2260,-89.6940,36.3993,-89.3113,19.7000,1800,3,1,2,95,95,131,0,0
620733,2021,12,10,2021-12-10,19:35:00,3,MO,29,0,3,2,1,3400000,0,38.5980,-90.9070,38.7430,-90.4870,24.7700,150,1,1,1,183,189,183,189,0
620734,2021,12,10,2021-12-10,19:37:00,3,MO,29,0,1,0,0,500000,0,36.7080,-93.3870,36.7120,-93.3770,0.6200,75,1,1,1,209,0,0,0,0
620735,2021,12,10,2021-12-10,19:47:00,3,IL,17,0,2,0,0,0,0,39.8954,-90.2398,40.0096,-90.0506,12.7500,200,1,1,1,17,0,0,0,0
620736,2021,12,10,2021-12-10,19:49:00,3,MO,29,0,1,0,0,120000,0,36.7610,-93.2240,36.7700,-93.1980,1.5700,100,1,1,1,213,0,0,0,0
620737,2021,12,10,2021-12-10,20:06:00,3,AR,05,0,1,0,0,100000,0,35.6324,-91.2636,35.6356,-91.2547,0.5000,80,1,1,1,67,0,0,0,0
620738,2021,12,10,2021-12-10,20:07:00,3,IL,17,0,2,0,0,0,0,40.0607,-89.9153,40.0919,-89.8393,4.5600,250,1,1,1,129,0,0,0,0
620739,2021,12,10,2021-12-10,20:13:00,3,AR,05,0,2,3,0,510000,0,35.3038,-91.3689,35.3661,-91.2270,10.5000,500,1,1,1,147,67,0,0,0
620740,2021,12,10,2021-12-10,20:27:00,3,IL,17,0,3,1,6,5000000,0,38.7570,-90.0580,38.7810,-89.9860,4.2200,300,1,1,1,119,0,0,0,0
620741,2021,12,10,2021-12-10,20:30:00,3,AR,05,0,1,0,0,50000,0,35.4077,-91.1250,35.4129,-91.1186,0.5000,30,1,1,1,67,0,0,0,0
620742,2021,12,10,2021-12-10,20:30:00,3,AR,05,0,1,0,0,100000,0,35.8220,-90.9190,35.8480,-90.8430,4.6200,75,1,1,1,31,0,0,0,0
620743,2021,12,10,2021-12-10,20:32:00,3,KY,21,0,1,0,0,100000,0,37.2570,-87.1840,37.2760,-87.1410,2.7000,75,1,1,1,177,0,0,0,0
620744,2021,12,10,2021-12-10,20:39:00,3,TN,47,0,1,0,0,5000,0,36.4192,-89.2733,36.4236,-89.2623,0.6800,100,1,1,1,131,0,0,0,0
620745,2021,12,10,2021-12-10,20:41:00,3,TN,47,0,0,0,0,100000,0,36.4066,-89.2241,36.4420,-89.1901,3.0900,80,1,1,1,131,0,0,0,0
620746,2021,12,10,2021-12-10,20:43:00,3,TN,47,0,0,0,0,5000,0,36.4430,-89.2139,36.4458,-89.2078,0.3900,50,1,1,1,131,0,0,0,0
620747,2021,12,10,2021-12-10,20:45:00,3,AR,05,0,0,0,0,25000,0,35.4845,-90.9068,35.4893,-90.9001,0.5000,25,1,1,1,111,0,0,0,0
620748,2021,12,10,2021-12-10,20:51:00,3,AR,05,0,0,0,0,10000,0,35.5093,-90.8431,35.5099,-90.8418,0.0800,20,1,1,1,111,0,0,0,0
